N,S,repairers,runs,mean_crash_time,std_crash_time,analytic_crash_time,mean_repair_queue,repairer_utilization
10,3,1,300,11937.816470879103,11916.158765846902,12339.99999999653,0.012041486183449092,0.10103826044276754
