lambda,mu,c,num_customers,seed,warmup_customers,rho,analytic_wq,sim_wq,analytic_w,sim_w,analytic_lq,sim_lq,analytic_l,sim_l,analytic_pwait,sim_pwait,sim_utilization
0.9,0.5,2,5000,123,500,0.9,8.526315789473689,8.34492591273725,10.526315789473689,10.312529348187818,7.67368421052632,7.618036303998257,9.47368421052632,9.415794419170073,0.8526315789473686,0.8555555555555555,0.8988790575859202
