time,event,customer_id,queue_length,busy_servers,system_size
4814.22381994158,arrival,4383,5,2,7
4815.380816512288,arrival,4384,6,2,8
4815.719543425639,arrival,4385,7,2,9
4816.454761791922,departure,4378,7,1,8
4816.454761791922,service_start,4379,6,2,8
4816.737533873521,arrival,4386,7,2,9
4817.625562614412,departure,4379,7,1,8
4817.625562614412,service_start,4380,6,2,8
4817.69963353746,arrival,4387,7,2,9
4817.745683022687,arrival,4388,8,2,10
4818.687543785431,arrival,4389,9,2,11
4819.015292659524,departure,4377,9,1,10
4819.015292659524,service_start,4381,8,2,10
4819.321058220566,departure,4380,8,1,9
4819.321058220566,service_start,4382,7,2,9
4819.57969717291,arrival,4390,8,2,10
4819.645047608626,arrival,4391,9,2,11
4821.451154201247,arrival,4392,10,2,12
4822.146021404868,departure,4381,10,1,11
4822.146021404868,service_start,4383,9,2,11
4822.843725792869,departure,4382,9,1,10
4822.843725792869,service_start,4384,8,2,10
4823.237170217586,departure,4384,8,1,9
4823.237170217586,service_start,4385,7,2,9
4823.586102968441,arrival,4393,8,2,10
4824.036739090816,departure,4383,8,1,9
4824.036739090816,service_start,4386,7,2,9
4824.598022011167,departure,4385,7,1,8
4824.598022011167,service_start,4387,6,2,8
4825.19429382193,arrival,4394,7,2,9
4825.93483729436,arrival,4395,8,2,10
4826.475027562121,departure,4386,8,1,9
4826.475027562121,service_start,4388,7,2,9
4826.984593809532,departure,4387,7,1,8
4826.984593809532,service_start,4389,6,2,8
4827.054789063106,arrival,4396,7,2,9
4827.282432138309,arrival,4397,8,2,10
4827.316976005362,departure,4389,8,1,9
4827.316976005362,service_start,4390,7,2,9
4828.367846402867,departure,4388,7,1,8
4828.367846402867,service_start,4391,6,2,8
4829.138726002761,arrival,4398,7,2,9
4829.522344044519,departure,4391,7,1,8
4829.522344044519,service_start,4392,6,2,8
4829.5853661063065,departure,4390,6,1,7
4829.5853661063065,service_start,4393,5,2,7
4829.705487120787,departure,4392,5,1,6
4829.705487120787,service_start,4394,4,2,6
4829.856712239305,departure,4393,4,1,5
4829.856712239305,service_start,4395,3,2,5
4830.249688434942,departure,4395,3,1,4
4830.249688434942,service_start,4396,2,2,4
4831.034170218928,arrival,4399,3,2,5
4831.278753090774,departure,4394,3,1,4
4831.278753090774,service_start,4397,2,2,4
4831.580332745714,arrival,4400,3,2,5
4831.722725014139,arrival,4401,4,2,6
4832.015437818002,arrival,4402,5,2,7
4832.296929770292,departure,4397,5,1,6
4832.296929770292,service_start,4398,4,2,6
4832.304858292777,arrival,4403,5,2,7
4832.337137967864,departure,4398,5,1,6
4832.337137967864,service_start,4399,4,2,6
4833.948036933062,departure,4399,4,1,5
4833.948036933062,service_start,4400,3,2,5
4834.14751887002,arrival,4404,4,2,6
4834.642111358428,arrival,4405,5,2,7
4834.75816358652,arrival,4406,6,2,8
4835.8923723440685,departure,4400,6,1,7
4835.8923723440685,service_start,4401,5,2,7
4836.182784405402,departure,4396,5,1,6
4836.182784405402,service_start,4402,4,2,6
4836.608043665923,departure,4401,4,1,5
4836.608043665923,service_start,4403,3,2,5
4836.61839863812,arrival,4407,4,2,6
4837.614255069324,departure,4402,4,1,5
4837.614255069324,service_start,4404,3,2,5
4837.988940404771,departure,4404,3,1,4
4837.988940404771,service_start,4405,2,2,4
4838.278624779644,departure,4403,2,1,3
4838.278624779644,service_start,4406,1,2,3
4839.453838276375,arrival,4408,2,2,4
4840.152058170642,departure,4405,2,1,3
4840.152058170642,service_start,4407,1,2,3
4840.216749870814,departure,4406,1,1,2
4840.216749870814,service_start,4408,0,2,2
4840.289117444488,arrival,4409,1,2,3
4842.995705483221,arrival,4410,2,2,4
4843.7949299067395,departure,4408,2,1,3
4843.7949299067395,service_start,4409,1,2,3
4843.9022890992865,arrival,4411,2,2,4
4843.992899900015,arrival,4412,3,2,5
4844.165873690194,departure,4407,3,1,4
4844.165873690194,service_start,4410,2,2,4
4844.270328899526,departure,4410,2,1,3
4844.270328899526,service_start,4411,1,2,3
4844.378889309713,arrival,4413,2,2,4
4844.763541463229,arrival,4414,3,2,5
4845.499445869895,arrival,4415,4,2,6
4845.501969730459,departure,4411,4,1,5
4845.501969730459,service_start,4412,3,2,5
4845.669072512785,arrival,4416,4,2,6
4846.028930206272,arrival,4417,5,2,7
4847.132593550571,arrival,4418,6,2,8
4848.174869538422,departure,4409,6,1,7
4848.174869538422,service_start,4413,5,2,7
4848.699752864244,departure,4412,5,1,6
4848.699752864244,service_start,4414,4,2,6
4848.883050204948,departure,4413,4,1,5
4848.883050204948,service_start,4415,3,2,5
4849.64286617039,departure,4414,3,1,4
