t,S,I,R
7.4,896.5977432952191,53.85344251954024,49.548814185241206
7.45,895.3854437708228,54.38922916250246,50.22532706667527
7.5,894.1627654047952,54.92867443649414,50.908560158711154
7.55,892.9296736637829,55.47176721059847,51.598559125619175
7.6000000000000005,891.6861350788106,56.01849543438941,52.29536948680053
7.65,890.4321172705163,56.56884612427626,52.99903660520799
7.7,889.1675889744328,57.122805349971166,53.7096056755966
7.75,887.8925200663036,57.680358221090806,54.42712171260609
7.8,886.6068815874199,58.24148887390392,55.15162953867671
7.8500000000000005,885.310645769964,58.80618045823621,55.88317377180035
7.9,884.0037860623469,59.37441512454472,56.621798813109045
7.95,882.6862771545241,59.94617401117356,57.367548834302994
8.0,881.3580950032766,60.52143723180346,58.12046776492054
8.05,880.0192168574407,61.1001838631074,58.880599279452476
8.100000000000001,878.6696212830722,61.68239193262502,59.647986784303434
8.15,877.3092881885289,62.268038406868605,60.42267340460314
8.200000000000001,875.9381988494567,62.85709917967335,61.20470197087049
8.250000000000002,874.5563359336618,63.44954906080517,61.994115005533615
8.3,873.1636835258523,64.04536176483906,62.79095470930922
8.350000000000001,871.7602271522346,64.64450990032132,63.59526294744465
8.4,870.3459538049452,65.24696495922908,64.40708123582635
8.450000000000001,868.9208519663018,65.85269730674042,65.22645072695846
8.500000000000002,867.4849116328561,66.46167617132897,66.0534121958156
8.55,866.0381243392305,67.07386963519623,66.88800602557389
8.600000000000001,864.5804831817205,67.68924462505558,67.73027219322458
8.65,863.1119828416444,68.30776690328159,68.58025025507473
8.700000000000001,861.6326196084226,68.92940105943838,69.43797933213968
8.750000000000002,860.1423914023679,69.55411050220084,70.30349809543192
8.8,858.6412977971664,70.18185745168256,71.17684475115168
8.850000000000001,857.1293400420326,70.81260293218402,72.05805702578408
8.9,855.6065210835172,71.44630676537506,72.94717215110845
8.950000000000001,854.0728455869506,72.08292756392504,73.8442268491251
9.000000000000002,852.5283199575006,72.72242272559468,74.7492573169055
9.05,850.9729523608266,73.36474842780272,75.66229921137135
9.100000000000001,849.4067527433106,74.00985962268125,76.58338763400893
9.15,847.8297328518432,74.65771003263279,77.51255711552474
9.200000000000001,846.2419062531494,75.30825214640261,78.44984160044879
9.250000000000002,844.6432883526297,75.96143721567911,79.39527443169203
9.3,843.0338964127006,76.61721525223545,80.34888833506474
9.350000000000001,841.4137495706133,77.27553502562493,81.31071540376261
9.4,839.7828688557304,77.93634406144288,82.28078708282752
9.450000000000001,838.1412772062433,78.59958864016724,83.2591341535902
9.500000000000002,836.4889994853086,79.26521379659005,84.2457867181021
9.55,834.8260624965853,79.93316331985152,85.2407741835639
9.600000000000001,833.1524949991541,80.60337975408838,86.24412524675826
9.650000000000002,831.4683277217985,81.27580439970775,87.25586787849457
9.700000000000001,829.7735933766297,81.95037731529742,88.27602930807362
9.750000000000002,828.0683266720374,82.62703732018316,89.30463600778016
9.8,826.3525643249458,83.30572199764346,90.34171367741153
9.850000000000001,824.6263450723588,83.98636769879131,91.3872872288506
9.900000000000002,822.8897096821764,84.66890954713286,92.44138077069151
9.950000000000001,821.1427009632624,85.35328144381167,93.50401759292666
10.000000000000002,819.3853637747497,86.03941607354754,94.5752201517035
10.05,817.6177450345627,86.72724491127791,95.65501005416012
10.100000000000001,815.8398937271432,87.41669822950952,96.74340804334803
10.150000000000002,814.0518609103615,88.1077051063878,97.84043398325157
10.200000000000001,812.2536997215979,88.80019343449041,98.94610684391257
10.250000000000002,810.4454653829799,89.49408993035142,100.06044468666948
10.3,808.6272152057591,90.18932014472159,101.18346464952023
10.350000000000001,806.7990085938131,90.8858084735699,102.31518293261789
10.400000000000002,804.9609070462616,91.58347816983085,103.45561478390854
10.450000000000001,803.1129741591787,92.28225135590152,104.6047744849207
10.500000000000002,801.2552756263939,92.9820490368915,105.76267533671556
10.55,799.3878792393646,93.68279111462861,106.92932964600774
10.600000000000001,797.510854886113,94.38439640242231,108.10474871146569
10.650000000000002,795.6242745492135,95.0867826405861,109.28894281020139
10.700000000000001,793.7282123028222,95.78986651271983,110.48192118445897
10.750000000000002,791.8227443087377,96.49356366275181,111.68369202851144
10.8,789.9079488114857,97.19778871273996,112.8942624757753
10.850000000000001,787.9839061324177,97.90245528143085,114.11363858615235
10.900000000000002,786.0506986628184,98.60747600357428,115.3418253336082
10.950000000000001,784.108410856013,99.31276254999074,116.57882659399702
11.000000000000002,782.157129218471,100.01822564838808,117.82464513314169
11.05,780.1969422998988,100.72377510492318,119.0792825951789
11.100000000000001,778.2279406823192,101.4293198265033,120.34273949117836
11.150000000000002,776.2502169681337,102.13476784382168,121.61501518804546
11.200000000000001,774.2638657671642,102.84002633512031,122.89610789771625
11.250000000000002,772.2689836826737,103.54500165067297,124.18601466665415
11.3,770.2656692963637,104.24959933797999,125.48473136565705
11.350000000000001,768.2540231523509,104.95372416766608,126.7922526799838
11.400000000000002,766.2341477401206,105.65728016007145,128.10857209980873
11.450000000000001,764.2061474764624,106.36017061252566,129.43368191101277
11.500000000000002,762.1701286863878,107.06229812729312,130.76757318631994
11.55,760.1261995830358,107.76356464017802,132.11023577678702
11.600000000000001,758.0744702465697,108.46387144977615,133.461658303655
11.650000000000002,756.015052602071,109.16311924735973,134.8218281505701
11.700000000000001,753.9480603964374,109.86120814738128,136.1907314561822
11.750000000000002,751.8736091742913,110.55803771858113,137.56835310712842
11.8,749.7918162529086,111.25350701568308,138.95467673140922
11.850000000000001,747.7028006961752,111.9475146116614,140.3496846921643
11.900000000000002,745.6066832875837,112.63995863056202,141.7533580818552
11.950000000000001,743.5035865022791,113.33073678086001,143.16567671686178
12.000000000000002,741.3936344781678,114.01974638933446,144.58661913249864
12.05,739.2769529861009,114.70688443544165,146.0161625784583
12.100000000000001,737.1536693991476,115.3920475861663,147.45428301468698
12.150000000000002,735.0239126609716,116.0751322313303,148.90095510769896
12.200000000000001,732.8878132533283,116.7560345193376,150.35615222733495
12.250000000000002,730.7455031626976,117.43465039333334,151.81984644396996
12.3,728.5971158460704,118.11087562775472,153.29200852617566
12.350000000000001,726.4427861959085,118.78460586525046,154.77260793884184
12.400000000000002,724.2826505042939,119.45573665394531,156.26161284176166
12.450000000000001,722.1168464262909,120.12416348502538,157.7589900886846
12.500000000000002,719.94551294254,120.7897818306196,159.26470522684136
12.55,717.768790321105,121.45248718195229,160.7787224969436
12.600000000000001,715.5868200785972,122.11217508774112,162.3010048336626
12.650000000000002,713.3997449405974,122.76874119281449,163.83151386658892
12.700000000000001,711.2077088014026,123.422081276922,165.37020992167623
12.750000000000002,709.0108566831185,124.0720912937111,166.91705202317127
12.8,706.809334694126,124.71866740984294,168.47199789603184
12.850000000000001,704.6032899869462,125.36170604421996,170.03500396883467
12.900000000000002,702.3928707155294,126.00110390729746,171.60602537717398
12.950000000000001,700.1782259919976,126.63675804045143,173.18501596755186
13.000000000000002,697.9595058428655,127.26856585537422,174.7719283017611
13.05,695.7368611647705,127.89642517347002,176.3667136617603
13.100000000000001,693.510443679738,128.52023426522146,177.96932205504132
13.150000000000002,691.2804058900133,129.1398918894989,179.57970222048863
13.200000000000001,689.0469010324877,129.7552973327838,181.19780163472933
13.250000000000002,686.8100830327506,130.3663504482773,182.82356651897285
13.3,684.5701064587967,130.97295169486546,184.45694184633868
13.350000000000001,682.3271264744182,131.5750021759126,186.09787134967007
13.400000000000002,680.0812987923156,132.17240367785385,187.74629752983142
13.450000000000001,677.8327796269556,132.76505870855863,189.4021616644867
13.500000000000002,675.5817256472085,133.35287053543664,191.06540381735581
13.55,673.3282939287972,133.93574322325816,192.73596284794556
13.600000000000001,671.072641906589,134.51358167166052,194.4137764217514
13.650000000000002,668.8149273267617,135.08629165231324,196.09878102092597
13.700000000000001,666.5553081988771,135.65377984571404,197.79091195540974
13.750000000000002,664.2939427478927,136.21595387758876,199.49010337451944
13.8,662.0309893661441,136.77272235486816,201.19628827898865
13.850000000000001,659.7666065653303,137.32399490121523,202.90939853345537
13.900000000000002,657.5009529285334,137.86968219207677,204.6293648793908
13.950000000000001,655.234187062304,138.40969598923377,206.35611694846313
14.000000000000002,652.9664675488459,138.9439491748252,208.0895832763298
14.05,650.6979528983283,139.47235578482068,209.82969131685195
14.100000000000001,648.42880150136,139.99483104191754,211.57636745672337
14.150000000000002,646.1591715816545,140.51129138783915,213.3295370305072
14.200000000000001,643.8892211489176,141.02165451501094,215.0891243360723
14.250000000000002,641.6191079519872,141.52583939759188,216.85505265042175
14.3,639.3489894322562,142.02376632183973,218.62724424590493
14.350000000000001,637.0790226774071,142.51535691578871,220.40562040680499
14.400000000000002,634.8093643754888,143.0005341782191,222.19010144629289
14.450000000000001,632.5401707693627,143.47922250689913,223.98060672373896
14.500000000000002,630.2715976115478,143.95134772608003,225.77705466237293
14.55,628.0038001194921,144.41683711322588,227.57936276728282
14.600000000000001,625.7369329312969,144.87561942496083,229.38744764374306
14.650000000000002,623.471150061922,145.32762492221678,231.20122501586204
14.700000000000001,621.2066048598962,145.77278539456574,233.0206097455389
14.750000000000002,618.9434499645602,146.21103418372144,234.84551585171926
14.8,616.6818372638652,146.64230620619622,236.6758565299395
14.850000000000001,614.4219178527526,147.06653797509946,238.51154417214886
14.900000000000002,612.1638419921372,147.48366762106497,240.35249038679868
14.950000000000001,609.9077590685176,147.89363491229565,242.19860601918757
15.000000000000002,607.6538175542347,148.29638127371445,244.0498011720517
15.05,605.4021649684004,148.69184980521166,245.90598522638882
15.100000000000001,603.1529478385168,149.0799852989795,247.7670668625046
15.150000000000002,600.9063116628055,149.4607342559254,249.63295408126996
15.200000000000001,598.6624008732658,149.8340449011572,251.50355422557777
15.250000000000002,596.4213587994801,150.1998671985334,253.37877400198732
15.3,594.1833276331831,150.55815286427307,255.25851950254463
15.350000000000001,591.948448393613,150.90885537962063,257.1426962267672
15.400000000000002,589.7168608936578,151.25193000256212,259.031209103781
15.450000000000001,587.4887037068132,151.58733377858962,260.92396251459803
15.500000000000002,585.2641141349661,151.91502555051224,262.82086031452246
15.55,583.0432281770151,152.23496596731232,264.72180585567344
15.600000000000001,580.8261804983413,152.54711749204688,266.6267020096126
15.650000000000002,578.6131044011415,152.8514444087948,268.5354511900644
15.700000000000001,576.4041317956319,153.14791282865133,270.4479553757175
15.750000000000002,574.1993931721338,153.43649069477212,272.3641161330948
15.8,571.9990175740494,153.71714778647046,274.2838346394808
15.850000000000001,569.8031325717351,153.98985572237115,276.2070117058944
15.900000000000002,567.6118642372793,154.2545879626263,278.133547800095
15.950000000000001,565.4253371201914,154.51131981019847,280.06334306961065
16.0,563.2436742240066,154.76002841121775,281.9962973647763
16.05,561.06699698381,155.00069275441973,283.9323102617708
16.1,558.8954252446864,155.23329366967266,285.87128108564144
16.150000000000002,556.7290772410945,155.4578138256021,287.8131089333039
16.200000000000003,554.5680695771703,155.67423772632273,289.7576926965075
16.25,552.4125172079598,155.88255170728723,291.70493108475347
16.3,550.262533421581,156.08274393026315,293.6547226481564
16.35,548.1182298223142,156.274804377449,295.60696580023733
16.400000000000002,545.9797163146211,156.45872484474168,297.56155884063776
16.450000000000003,543.8471010880879,156.63449893416805,299.51839997774454
16.5,541.7204906032921,156.80212204549355,301.4773873512149
16.55,539.5999895785872,156.96159136702192,303.43841905439143
16.6,537.4857009778028,157.11290586560034,305.4013931565974
16.650000000000002,535.3777259988541,157.25606627584472,307.3662077253017
16.700000000000003,533.276164063255,157.39107508860064,309.33276084814486
16.75,531.1811128065292,157.51793653865562,311.30095065481567
16.8,529.0926680695113,157.6366565917191,313.2706753387701
16.85,527.0109238905313,157.74724293068664,315.24183317878254
16.900000000000002,524.9359724984736,157.84970494120577,317.21432256032114
16.950000000000003,522.8679043067016,157.9440536965604,319.1880419967385
17.0,520.8068079078394,158.03030194189196,321.1628901502691
17.05,518.7527700693993,158.10846407777552,323.13876585282566
17.1,516.7058757302459,158.1785561431686,325.11556812658597
17.150000000000002,514.6662079978852,158.24059579775218,327.0931962043631
17.200000000000003,512.6338481465674,158.29460230368218,329.07154954975084
17.25,510.6088756161917,158.340596506771,331.0505278770378
17.3,508.59136801200026,158.37860081711796,333.0300311708823
17.35,506.58140110504934,158.40863918920874,335.00995970574246
17.400000000000002,504.57904883344395,158.43073710150284,336.99021406505375
17.450000000000003,502.58438330432256,158.44492153552932,338.9706951601487
17.5,500.5974747965783,158.45122095451038,340.95130424891187
17.55,498.61839176430226,158.44966528153287,342.9319429541654
17.6,496.6472008409345,158.44028587728772,344.91251328177833
17.650000000000002,494.6839668441078,158.4231155173972,346.8929176384956
17.700000000000003,492.72875278116965,158.3981883693503,348.8730588494806
17.75,490.7816198553669,158.3655399690658,350.8528401755679
17.8,488.8426274726771,158.3252071971037,352.83216533021977
17.85,486.9118332492721,158.27722825454433,354.8109384961842
17.900000000000002,484.9892930195968,158.22164263855515,356.7890643418487
17.950000000000003,483.0750608450478,158.15849111766548,358.7664480372874
18.0,481.1691890232357,158.08781570676808,360.74299526999687
18.05,479.2717280978144,158.0096596418679,362.71861226031837
18.1,477.3827268688617,157.92406735459656,364.6932057765424
18.150000000000002,475.50223240379415,157.83108444651262,366.66668314969394
18.200000000000003,473.6302900488001,157.73075766320613,368.6389522879945
18.25,471.766943440774,157.62313486822651,370.6099216910002
18.3,469.9122345197363,157.50826501685242,372.579500463412
18.35,468.06620354172065,157.38619812972195,374.5475983285581
18.400000000000002,466.2288890921142,157.2569852663415,376.51412564154504
18.450000000000003,464.4003280994319,157.12067849849103,378.47899340207783
18.5,462.5805558495108,156.97733088354354,380.4421132669464
18.55,460.769606000106,156.82699643771616,382.40339756217855
18.6,458.9675105958729,156.66973010926984,384.362759294858
18.650000000000002,457.174300083719,156.50558775167448,386.3201121646073
18.700000000000003,455.39000332850964,156.33462609675615,388.27537057473495
18.75,453.614647629111,156.1569027278424,390.22844964304727
18.8,451.84825873475484,155.97247605292162,392.1792652123242
18.85,450.0908608617088,155.78140527783188,394.12773386046
18.900000000000002,448.3424767102371,155.58375037949452,396.07377291026904
18.950000000000003,446.603127481836,155.37957207920743,398.01730043895725
19.0,444.872832896728,155.16893181601216,399.9582352872605
19.05,443.1516112116011,154.9518917201493,401.89649706825026
19.1,441.4394792375767,154.72851458661583,403.83200617580815
19.150000000000002,439.73645235839206,154.49886384883774,405.7646837927709
19.200000000000003,438.04254454878327,154.26300355247088,407.69445189874654
19.250000000000004,436.35776839305316,154.02099832934286,409.62123327760463
19.3,434.6821351038113,153.77291337154827,411.5449515246411
19.35,433.0156545408714,153.51881440570875,413.4655310534205
19.400000000000002,431.358335230293,153.2587676674099,415.38289710229776
19.450000000000003,429.7101843835535,152.99283987582575,417.2969757406214
19.500000000000004,428.07120791683815,152.72109820854172,419.20769387462076
19.55,426.4414104704344,152.4436102765863,421.11497925297994
19.6,424.8207954282181,152.16044409968157,423.0187604721009
19.650000000000002,423.20936493722,151.87166808172188,424.91896698105865
19.700000000000003,421.60711992725913,151.5773509864901,426.8155290862513
19.750000000000004,420.0140601306321,151.27756191362016,428.70837795574823
19.8,418.4301841018469,150.97237027481424,430.59744562333935
19.85,416.855489237389,150.66184577032288,432.4826649922886
19.900000000000002,415.2899717955099,150.34605836569534,434.36396983879524
19.950000000000003,413.7336269160265,150.0250782688078,436.2412948151662
20.000000000000004,412.186448640121,149.69897590717625,438.1145754527032
20.05,410.64842993013207,149.36782190556065,439.98374816430777
20.1,409.1195626893258,149.03168706386631,441.84875024680844
20.150000000000002,407.5998377816381,148.69064233534888,443.70951988301357
20.200000000000003,406.08924505137907,148.34475880512792,445.5659961434936
20.250000000000004,404.5877733428895,147.99410766901445,447.41811898809664
20.3,403.09541052014174,147.6387602126573,449.2658292672015
20.35,401.61214348627595,147.27878779101258,451.10906872271204
20.400000000000002,400.1379582030633,146.9142618081405,452.94777998879675
20.450000000000003,398.67283971028894,146.54525369733346,454.78190659237816
20.500000000000004,397.21677214504626,146.17183490157862,456.6113929533757
20.55,395.76973876093564,145.79407685435837,458.4361843847065
20.6,394.3317219471605,145.41205096079142,460.2562270920486
20.650000000000002,392.90270324751333,145.02582857911722,462.07146817336996
20.700000000000003,391.48266337924605,144.63548100252572,463.88185561822877
20.750000000000004,390.0715822518173,144.24107944133476,465.6873383068485
20.8,388.66943898551153,143.84269500551648,467.48786600897256
20.85,387.2762119299238,143.4403986875744,469.2833893825023
20.900000000000002,385.89187868230437,143.03426134577228,471.07385997192387
20.950000000000003,384.5164161057583,142.62435368771537,472.85923020652683
21.000000000000004,383.14980034729496,142.2107462542851,474.63945339842047
21.05,381.79200685572226,141.7935094039273,476.414483740351
21.1,380.44301039938176,141.37271329729407,478.18427630332474
21.150000000000002,379.1027850837193,140.94842788223957,479.94878703404174
21.200000000000003,377.7713043686882,140.52072287916872,481.7079727521437
21.250000000000004,376.44854108598054,140.089667766739,483.46179114728113
21.3,375.13446745608246,139.65533176791413,485.21020077600406
21.35,373.82905510515144,139.21778383636874,486.9531610584805
21.400000000000002,372.5322750817106,138.77709264324292,488.6906322750471
21.450000000000003,371.24409787315864,138.33332656424534,490.42257556259665
21.500000000000004,369.9644934220912,137.88655366710316,492.14895291080626
21.55,368.6934311424323,137.4368416993573,493.86972715821105
21.6,367.4308799353725,136.98425807650094,495.5848619881272
21.650000000000002,366.17680820511225,136.52886987045923,497.29432192442914
21.700000000000003,364.9311838744079,136.0707437984081,498.9980723271846
21.750000000000004,363.6939743999187,135.60994621192964,500.69607938815227
21.8,362.4651467873535,135.1465430865015,502.38831012614565
21.85,361.24466760641485,134.68060001131795,504.0747323822679
21.900000000000002,360.03250300554015,134.21218217943925,505.7553148150213
21.950000000000003,358.8286187264378,133.74135437826703,507.43002689529584
22.000000000000004,357.632980118418,133.26818098034207,509.0988389012406
22.05,356.4455521525169,132.79272593446177,510.76172191302203
22.1,355.2662994354136,132.31505275711368,512.4186478074733
22.150000000000002,354.09518622313976,131.8352245242219,514.0695892526389
22.200000000000003,352.9321764345806,131.35330386320297,515.7145197022171
22.250000000000004,351.77723366476766,130.86935294532736,517.3534133899057
22.3,350.6303211979634,130.38343347838324,518.986245323654
22.35,349.4914020205365,129.89560669963862,520.6129912798255
22.400000000000002,348.36043883362936,129.4059333690981,522.2336277972731
22.450000000000003,347.23739406561674,128.91447376305038,523.8481321713335
22.500000000000004,346.122229884357,128.4212876679025,525.4564824477411
22.55,345.0149082092355,127.92643437429696,527.0586574164681
22.6,343.9153907230012,127.42997267150743,528.6546366054919
22.650000000000002,342.82363888339705,126.93196084210925,530.2444002744942
22.700000000000003,341.73961393458455,126.4324566569203,531.8279294084956
22.750000000000004,340.6632769183638,125.93151737020814,533.4052057114285
22.8,339.59458868519,125.42919971515926,534.9762115996513
22.85,338.5335099049865,124.92555989960606,536.5409301954079
22.900000000000002,337.4800010777571,124.42065360200733,538.099345320236
22.950000000000003,336.434022543997,123.91453596767795,539.6514414883255
23.000000000000004,335.3955344949051,123.40726160526334,541.1972038998321
23.05,334.36449698239807,122.8988845834545,542.7366184341479
23.1,333.340869928928,122.3894584279391,544.2696716431334
23.150000000000002,332.32461313710496,121.8790361185843,545.7963507443112
23.200000000000003,331.3156862991259,121.36767008684694,547.3166436140276
23.250000000000004,330.31404900601177,120.85541221340681,548.8305387805818
23.3,329.31966075665395,120.34231382601831,550.3380254173281
